"Status" "Duration" "History" "Purpose" "Amount" "Savings" "Employment" "Disposable" "Personal" "OtherParties" "Residence" "Property" "Age" "Plans" "Housing" "Existing" "Job" "Dependants" "Telephone" "Foreign" "CreditScore"
"Small" 12 "C" "Television" 2930 "Low" "Long" 2 "F:DivSepMar" "None" 1 "House" 27 "None" "Own" 1 "Skilled" 1 "No" "Yes" 545.23680913373
"None" 24 "E" "Education" 1927 "Unknown" "Medium" 3 "F:DivSepMar" "None" 2 "Car" 33 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 672.838378244425
"Small" 36 "E" "NewCar" 2820 "Low" "Short" 4 "M:DivSepMar" "None" 4 "Car" 27 "None" "Own" 2 "Skilled" 1 "No" "Yes" 464.145126115891
"None" 24 "C" "Training" 937 "Low" "Short" 4 "F:Single" "None" 3 "Car" 27 "None" "Own" 2 "Unskilled" 1 "No" "Yes" 709.925571043371
"Small" 12 "E" "NewCar" 3124 "Low" "Short" 1 "M:Single" "None" 3 "House" 49 "Bank" "Own" 2 "Unskilled" 2 "No" "Yes" 479.904668175014
"None" 9 "C" "Furniture" 1388 "Low" "Medium" 4 "F:DivSepMar" "None" 2 "House" 26 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 655.33276417891
"Small" 36 "C" "Repairs" 2384 "Low" "Short" 4 "M:Single" "None" 1 "None" 33 "None" "Rent" 1 "Unskilled" 1 "No" "Yes" 543.631565322183
"Negative" 9 "E" "NewCar" 2799 "Low" "Medium" 2 "M:Single" "None" 2 "House" 36 "None" "Rent" 2 "Skilled" 2 "No" "Yes" 464.536372649217
"Negative" 18 "C" "Domestic" 1217 "Low" "Medium" 4 "F:Single" "None" 3 "House" 47 "None" "Own" 1 "Unskilled" 1 "Yes" "Yes" 460.800499705744
"Negative" 12 "E" "Furniture" 2246 "Low" "VeryLong" 3 "M:Single" "None" 3 "Savings" 60 "None" "Own" 2 "Skilled" 1 "No" "Yes" 624.25754474734
"Negative" 12 "E" "Television" 385 "Low" "Long" 4 "F:DivSepMar" "None" 3 "House" 58 "None" "Own" 4 "Unskilled" 1 "Yes" "Yes" 674.514485220493
"None" 21 "C" "Business" 1572 "VeryLarge" "VeryLong" 4 "F:DivSepMar" "None" 4 "House" 36 "Bank" "Own" 1 "Unskilled" 1 "No" "Yes" 708.687326155305
"Small" 24 "C" "NewCar" 2718 "Low" "Medium" 3 "F:DivSepMar" "None" 4 "Savings" 20 "None" "Rent" 1 "Unskilled" 1 "Yes" "Yes" 537.112946624357
"Negative" 24 "B" "Other" 1358 "Unknown" "VeryLong" 4 "M:Single" "None" 3 "Car" 40 "Stores" "Own" 1 "Management:Self" 1 "Yes" "Yes" 559.054792697538
"Negative" 24 "C" "NewCar" 1442 "Low" "Long" 4 "F:DivSepMar" "None" 4 "Car" 23 "None" "Rent" 2 "Skilled" 1 "No" "Yes" 425.595403240779
"Small" 24 "A" "Business" 4241 "Low" "Medium" 1 "M:Single" "None" 4 "House" 36 "None" "Own" 3 "Unskilled" 1 "Yes" "Yes" 548.609627950485
"None" 24 "D" "Business" 3863 "Low" "Medium" 1 "M:Single" "None" 2 "None" 32 "None" "RentFree" 1 "Skilled" 1 "No" "Yes" 642.50898844131
"Small" 7 "C" "Television" 2329 "Low" "Short" 1 "F:DivSepMar" "Guarantor" 1 "House" 45 "None" "Own" 1 "Skilled" 1 "No" "Yes" 593.73721683605
"Small" 9 "C" "Furniture" 918 "Low" "Medium" 4 "F:DivSepMar" "None" 1 "Savings" 30 "None" "Own" 1 "Skilled" 1 "No" "Yes" 636.075071559797
"Small" 24 "B" "Education" 1837 "Low" "Long" 4 "F:DivSepMar" "None" 4 "None" 34 "Bank" "RentFree" 1 "Unskilled" 1 "No" "Yes" 389.013156057111
"None" 36 "C" "Furniture" 3349 "Low" "Medium" 4 "F:DivSepMar" "None" 2 "Car" 28 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 623.172873570748
"Large" 10 "C" "Furniture" 1275 "Low" "Short" 4 "F:DivSepMar" "None" 2 "Savings" 23 "None" "Own" 1 "Skilled" 1 "No" "Yes" 561.611333496507
"Negative" 24 "B" "Furniture" 2828 "Large" "Medium" 4 "M:Single" "None" 4 "House" 22 "Stores" "Own" 1 "Skilled" 1 "Yes" "Yes" 421.722700014098
"None" 24 "E" "Business" 4526 "Low" "Medium" 3 "M:Single" "None" 2 "House" 74 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 669.685764394186
"None" 18 "C" "Television" 2051 "Low" "Short" 4 "M:Single" "None" 1 "House" 33 "None" "Own" 1 "Skilled" 1 "No" "Yes" 516.297377121148
"None" 15 "C" "UsedCar" 1300 "Unknown" "VeryLong" 4 "M:Single" "None" 4 "None" 45 "Bank" "RentFree" 1 "Skilled" 2 "No" "Yes" 656.822715010897
"Negative" 12 "C" "Domestic" 741 "Medium" "Unemployed" 4 "F:DivSepMar" "None" 3 "Savings" 22 "None" "Own" 1 "Skilled" 1 "No" "Yes" 561.990689253735
"Large" 10 "C" "NewCar" 1240 "Medium" "VeryLong" 1 "F:DivSepMar" "None" 4 "None" 48 "None" "RentFree" 1 "Unskilled" 2 "No" "Yes" 500.463165584485
"Negative" 24 "B" "UsedCar" 3632 "Low" "Medium" 1 "F:DivSepMar" "Guarantor" 4 "Car" 22 "Bank" "Rent" 1 "Skilled" 1 "No" "No" 519.844429720438
"None" 18 "D" "Furniture" 1808 "Low" "Long" 4 "F:DivSepMar" "None" 1 "House" 22 "None" "Own" 1 "Skilled" 1 "No" "Yes" 470.765688952481
"Small" 48 "A" "Business" 12204 "Unknown" "Medium" 2 "M:Single" "None" 2 "Car" 48 "Bank" "Own" 1 "Management:Self" 1 "Yes" "Yes" 446.012216856282
"Small" 60 "D" "Television" 9157 "Unknown" "Medium" 2 "M:Single" "None" 2 "None" 27 "None" "RentFree" 1 "Management:Self" 1 "No" "Yes" 503.543306379123
"Negative" 6 "E" "NewCar" 3676 "Low" "Medium" 1 "M:Single" "None" 3 "House" 37 "None" "Rent" 3 "Skilled" 2 "No" "Yes" 561.347152132902
"Small" 30 "C" "Furniture" 3441 "Medium" "Medium" 2 "F:DivSepMar" "Coapp" 4 "Car" 21 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 589.967072157846
"None" 12 "C" "NewCar" 640 "Low" "Medium" 4 "M:DivSepMar" "None" 2 "House" 49 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 598.020499344842
"Small" 21 "E" "Business" 3652 "Low" "Long" 2 "M:Single" "None" 3 "Savings" 27 "None" "Own" 2 "Skilled" 1 "No" "Yes" 560.842511570745
"None" 18 "E" "NewCar" 1530 "Low" "Medium" 3 "M:Single" "None" 2 "Savings" 32 "Bank" "Own" 2 "Skilled" 1 "No" "Yes" 616.713117397365
"None" 48 "C" "Business" 3914 "Unknown" "Medium" 4 "M:DivSepMar" "None" 2 "House" 38 "Bank" "Own" 1 "Skilled" 1 "No" "Yes" 511.484556748902
"Negative" 12 "C" "Furniture" 1858 "Low" "Short" 4 "F:DivSepMar" "None" 1 "Car" 22 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 438.160193958753
"Negative" 18 "C" "Television" 2600 "Low" "Medium" 4 "M:Single" "None" 4 "None" 65 "None" "RentFree" 2 "Skilled" 1 "No" "Yes" 565.611956407322
"None" 15 "C" "Television" 1979 "Unknown" "VeryLong" 4 "M:Single" "None" 2 "Car" 35 "None" "Own" 1 "Skilled" 1 "No" "Yes" 619.970676151425
"Small" 9 "B" "NewCar" 1437 "Medium" "Long" 2 "M:Single" "None" 3 "None" 29 "None" "Own" 1 "Skilled" 1 "No" "Yes" 493.497079500407
"None" 42 "E" "Furniture" 4042 "Large" "Medium" 4 "M:Single" "None" 4 "House" 36 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 660.193430530454
"Negative" 18 "B" "Furniture" 1553 "Low" "Medium" 4 "M:Single" "None" 3 "Car" 44 "Bank" "Own" 1 "Skilled" 1 "No" "Yes" 517.270096878717
"Small" 15 "C" "Television" 1444 "Unknown" "Short" 4 "M:Single" "None" 1 "Savings" 23 "None" "Own" 1 "Skilled" 1 "No" "Yes" 628.779674482232
"None" 9 "C" "Furniture" 1980 "Low" "Short" 2 "F:DivSepMar" "Coapp" 2 "Car" 19 "None" "Rent" 2 "Skilled" 1 "No" "Yes" 562.247594135352
"Small" 24 "C" "NewCar" 1355 "Low" "Short" 3 "F:DivSepMar" "None" 4 "Car" 25 "None" "Own" 1 "Unskilled" 1 "Yes" "Yes" 448.749884563765
"None" 12 "C" "Education" 1393 "Low" "VeryLong" 4 "M:Single" "None" 4 "Savings" 47 "Bank" "Own" 3 "Skilled" 2 "Yes" "Yes" 553.479001498752
"None" 60 "D" "Television" 15653 "Low" "Long" 2 "M:Single" "None" 4 "Car" 21 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 601.454384729109
"None" 12 "C" "Television" 1493 "Low" "Short" 4 "F:DivSepMar" "None" 3 "Car" 34 "None" "Own" 1 "Skilled" 2 "No" "Yes" 570.346823455492
"Negative" 42 "D" "Television" 4370 "Low" "Long" 3 "M:Single" "None" 2 "Savings" 26 "Bank" "Own" 2 "Skilled" 2 "Yes" "Yes" 449.82532539668
"Negative" 18 "C" "Education" 750 "Low" "Unemployed" 4 "F:DivSepMar" "None" 1 "House" 27 "None" "Own" 1 "Unemployed" 1 "No" "Yes" 371.366105536348
"Small" 15 "C" "Repairs" 1308 "Low" "VeryLong" 4 "M:Single" "None" 4 "Car" 38 "None" "Own" 2 "Unskilled" 1 "No" "Yes" 538.662176265006
"None" 15 "C" "Education" 4623 "Medium" "Medium" 3 "M:Single" "None" 2 "Savings" 40 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 599.667861914305
"None" 24 "E" "Television" 1851 "Low" "Long" 4 "F:Single" "Guarantor" 2 "Car" 33 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 654.040750700067
"Negative" 18 "E" "Television" 1880 "Low" "Long" 4 "F:Single" "None" 1 "Savings" 32 "None" "Own" 2 "Management:Self" 1 "Yes" "Yes" 619.381887972396
"None" 36 "D" "Business" 7980 "Unknown" "Short" 4 "M:Single" "None" 4 "Car" 27 "None" "Rent" 2 "Skilled" 1 "Yes" "Yes" 614.741129481692
"Negative" 30 "A" "Furniture" 4583 "Low" "Medium" 2 "M:DivSepMar" "Guarantor" 2 "House" 32 "None" "Own" 2 "Skilled" 1 "No" "Yes" 449.54639120671
"None" 12 "C" "NewCar" 1386 "Large" "Medium" 2 "F:DivSepMar" "None" 2 "Savings" 26 "None" "Own" 1 "Skilled" 1 "No" "Yes" 508.348627331195
"Large" 24 "C" "NewCar" 947 "Low" "Long" 4 "M:Single" "None" 3 "None" 38 "Bank" "RentFree" 1 "Skilled" 2 "No" "Yes" 504.224523705731
"Negative" 12 "C" "Education" 684 "Low" "Medium" 4 "M:Single" "None" 4 "Car" 40 "None" "Rent" 1 "Unskilled" 2 "No" "Yes" 478.708574947942
"Negative" 48 "C" "Education" 7476 "Low" "Long" 4 "M:Single" "None" 1 "None" 50 "None" "RentFree" 1 "Management:Self" 1 "Yes" "Yes" 464.71101073728
"Small" 12 "C" "Furniture" 1922 "Low" "Medium" 4 "M:Single" "None" 2 "Savings" 37 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 516.746860777915
"Negative" 24 "C" "NewCar" 2303 "Low" "VeryLong" 4 "M:Single" "Coapp" 1 "House" 45 "None" "Own" 1 "Skilled" 1 "No" "Yes" 512.488966725654
"Small" 36 "D" "NewCar" 8086 "Medium" "VeryLong" 2 "M:Single" "None" 4 "Car" 42 "None" "Own" 4 "Management:Self" 1 "Yes" "Yes" 423.102100835165
"None" 24 "E" "UsedCar" 2346 "Low" "Long" 4 "M:Single" "None" 3 "Car" 35 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 708.550790864069
"Negative" 14 "C" "NewCar" 3973 "Low" "Unemployed" 1 "M:Single" "None" 4 "None" 22 "None" "RentFree" 1 "Skilled" 1 "No" "Yes" 490.042877538321
"Small" 12 "C" "NewCar" 888 "Low" "VeryLong" 4 "M:Single" "None" 4 "Car" 41 "Bank" "Own" 1 "Unskilled" 2 "No" "Yes" 512.862704230075
"Small" 30 "A" "Business" 4221 "Low" "Medium" 2 "F:DivSepMar" "None" 1 "Car" 28 "None" "Own" 2 "Skilled" 1 "No" "Yes" 487.268858070356
"Small" 18 "E" "Furniture" 6361 "Low" "VeryLong" 2 "M:Single" "None" 1 "None" 41 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 579.181997158369
"Large" 12 "C" "Television" 1297 "Low" "Medium" 3 "F:Single" "None" 4 "House" 23 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 562.168463975118
"None" 21 "C" "Furniture" 2241 "Low" "VeryLong" 4 "M:Single" "None" 2 "House" 50 "None" "Own" 2 "Skilled" 1 "No" "Yes" 544.461776235763
"Small" 6 "D" "Furniture" 1050 "Low" "Unemployed" 4 "M:Single" "None" 1 "Savings" 35 "Stores" "Own" 2 "Management:Self" 1 "Yes" "Yes" 627.334510260295
"Large" 6 "E" "Education" 1047 "Low" "Medium" 2 "F:DivSepMar" "None" 4 "Savings" 50 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 593.911995156044
"None" 24 "E" "Other" 6314 "Low" "Unemployed" 4 "M:Single" "Coapp" 2 "None" 27 "Bank" "Own" 2 "Management:Self" 1 "Yes" "Yes" 588.970349754097
"None" 48 "B" "Business" 3609 "Low" "Medium" 1 "F:DivSepMar" "None" 1 "House" 27 "Stores" "Own" 1 "Skilled" 1 "No" "Yes" 537.44325869133
"Negative" 12 "E" "NewCar" 4843 "Low" "VeryLong" 3 "M:Single" "Coapp" 4 "Savings" 43 "None" "Rent" 2 "Skilled" 1 "Yes" "Yes" 546.566740203906
"None" 24 "E" "Business" 4139 "Medium" "Medium" 3 "M:Single" "None" 3 "Savings" 27 "None" "Own" 2 "Unskilled" 1 "Yes" "Yes" 601.255770574864
"None" 36 "C" "Business" 5742 "Medium" "Long" 2 "M:Single" "None" 2 "Car" 31 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 576.015313930086
"None" 60 "C" "NewCar" 10366 "Low" "VeryLong" 2 "M:Single" "None" 4 "Savings" 42 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 566.676708771663
"None" 6 "E" "NewCar" 2080 "Large" "Medium" 1 "F:Single" "None" 2 "Car" 24 "None" "Own" 1 "Skilled" 1 "No" "Yes" 652.758686838808
"None" 21 "D" "Business" 2580 "Large" "Short" 4 "M:Single" "None" 2 "House" 41 "Bank" "Own" 1 "Unskilled" 2 "No" "Yes" 564.543105790426
"None" 30 "E" "Television" 4530 "Low" "Long" 4 "F:DivSepMar" "None" 4 "Car" 26 "None" "Rent" 1 "Management:Self" 1 "Yes" "Yes" 632.177629020262
"None" 24 "E" "Furniture" 5150 "Low" "VeryLong" 4 "M:Single" "None" 4 "Car" 33 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 680.931424378286
"Small" 72 "C" "Television" 5595 "Medium" "Medium" 2 "F:Single" "None" 2 "Car" 24 "None" "Own" 1 "Skilled" 1 "No" "Yes" 443.987539270458
"Negative" 24 "C" "Television" 2384 "Low" "VeryLong" 4 "M:Single" "None" 4 "House" 64 "Bank" "Rent" 1 "Unskilled" 1 "No" "Yes" 462.520281145564
"None" 18 "C" "Television" 1453 "Low" "Short" 3 "F:DivSepMar" "None" 1 "House" 26 "None" "Own" 1 "Skilled" 1 "No" "Yes" 643.750276717302
"None" 12 "C" "Television" 2279 "Unknown" "Medium" 4 "M:Single" "None" 4 "None" 37 "None" "RentFree" 1 "Skilled" 1 "Yes" "Yes" 710.799125432506
"None" 15 "D" "Television" 1478 "Low" "Medium" 4 "F:Single" "None" 3 "House" 33 "Bank" "Own" 2 "Skilled" 1 "No" "Yes" 645.572272760096
"None" 24 "E" "Television" 5103 "Low" "Short" 3 "F:Single" "None" 3 "None" 47 "None" "RentFree" 3 "Skilled" 1 "Yes" "Yes" 609.75156991492
"Small" 36 "D" "Business" 9857 "Medium" "Long" 1 "M:Single" "None" 3 "Savings" 31 "None" "Own" 2 "Unskilled" 2 "Yes" "Yes" 552.157543543281
"None" 60 "C" "NewCar" 6527 "Unknown" "Medium" 4 "M:Single" "None" 4 "None" 34 "None" "RentFree" 1 "Skilled" 2 "Yes" "Yes" 613.689381214429
"Large" 10 "E" "Television" 1347 "Unknown" "Long" 4 "M:Single" "None" 2 "Savings" 27 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 640.393248972459
"None" 9 "C" "Television" 2753 "Medium" "VeryLong" 3 "M:Single" "Coapp" 4 "Car" 35 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 670.808602389181
"Negative" 12 "C" "NewCar" 3651 "VeryLarge" "Medium" 1 "M:Single" "None" 3 "Savings" 31 "None" "Own" 1 "Skilled" 2 "No" "Yes" 635.94684176573
"Negative" 15 "E" "Furniture" 975 "Low" "Medium" 2 "M:DivSepMar" "None" 3 "Savings" 25 "None" "Own" 2 "Skilled" 1 "No" "Yes" 481.836174900786
"Small" 15 "C" "Repairs" 2631 "Medium" "Medium" 3 "F:DivSepMar" "None" 2 "House" 25 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 503.105771288759
"Small" 24 "C" "Television" 2896 "Medium" "Short" 2 "M:Single" "None" 1 "Car" 29 "None" "Own" 1 "Skilled" 1 "No" "Yes" 630.495568523569
"Negative" 6 "E" "NewCar" 4716 "Unknown" "Short" 1 "M:Single" "None" 3 "House" 44 "None" "Own" 2 "Unskilled" 2 "No" "Yes" 675.320438198301
"None" 6 "C" "UsedCar" 1236 "Large" "Medium" 2 "M:Single" "None" 4 "Savings" 50 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 751.150364172677
"Small" 12 "C" "Television" 1103 "Low" "Long" 4 "M:Single" "Guarantor" 3 "House" 29 "None" "Own" 2 "Skilled" 1 "No" "No" 650.846426807616
"None" 12 "E" "NewCar" 926 "Low" "Unemployed" 1 "F:DivSepMar" "None" 2 "Savings" 38 "None" "Own" 1 "Unemployed" 1 "No" "Yes" 609.146777028422
"None" 18 "E" "Television" 1800 "Low" "Medium" 4 "M:Single" "None" 2 "Car" 24 "None" "Own" 2 "Skilled" 1 "No" "Yes" 596.284422252992
"Large" 15 "C" "Education" 1905 "Low" "VeryLong" 4 "M:Single" "None" 4 "Car" 40 "None" "Rent" 1 "Management:Self" 1 "Yes" "Yes" 517.471643147963
"None" 12 "C" "Furniture" 1123 "Large" "Medium" 4 "F:DivSepMar" "None" 4 "Car" 29 "None" "Rent" 1 "Unskilled" 1 "No" "Yes" 630.428151732881
"Negative" 48 "E" "UsedCar" 6331 "Low" "VeryLong" 4 "M:Single" "None" 4 "None" 46 "None" "RentFree" 2 "Skilled" 1 "Yes" "Yes" 529.95339557182
"Large" 24 "C" "Television" 1377 "Medium" "VeryLong" 4 "F:DivSepMar" "None" 2 "None" 47 "None" "RentFree" 1 "Skilled" 1 "Yes" "Yes" 531.605358351966
"Small" 30 "D" "Business" 2503 "Medium" "VeryLong" 4 "M:Single" "None" 2 "Savings" 41 "Stores" "Own" 2 "Skilled" 1 "No" "Yes" 535.262774315266
"Small" 27 "C" "Business" 2528 "Low" "Short" 4 "F:DivSepMar" "None" 1 "Savings" 32 "None" "Own" 1 "Skilled" 2 "Yes" "Yes" 568.221143984044
"None" 15 "C" "NewCar" 5324 "Large" "VeryLong" 1 "F:DivSepMar" "None" 4 "None" 35 "None" "RentFree" 1 "Skilled" 1 "No" "Yes" 614.116776261427
"Small" 48 "C" "NewCar" 6560 "Medium" "Long" 3 "M:Single" "None" 2 "Savings" 24 "None" "Own" 1 "Skilled" 1 "No" "Yes" 454.734492269187
"Small" 9 "C" "Television" 1206 "Low" "VeryLong" 4 "F:DivSepMar" "None" 4 "House" 25 "None" "Own" 1 "Skilled" 1 "No" "Yes" 567.557314888879
"Small" 9 "C" "Television" 2118 "Low" "Medium" 2 "M:Single" "None" 2 "House" 37 "None" "Own" 1 "Unskilled" 2 "No" "Yes" 599.869874595096
"None" 18 "E" "Television" 629 "Large" "VeryLong" 4 "M:Single" "None" 3 "Savings" 32 "Bank" "Own" 2 "Management:Self" 1 "Yes" "Yes" 650.796584707696
"None" 21 "C" "UsedCar" 2476 "Unknown" "VeryLong" 4 "M:Single" "None" 4 "House" 46 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 737.40923602362
"Negative" 9 "E" "Television" 1138 "Low" "Medium" 4 "M:Single" "None" 4 "House" 25 "None" "Own" 2 "Unskilled" 1 "No" "Yes" 533.002682480739
"Small" 60 "C" "NewCar" 14027 "Low" "Long" 4 "M:Single" "None" 2 "None" 27 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 331.413312882649
"None" 30 "E" "Television" 3077 "Unknown" "VeryLong" 3 "M:Single" "None" 2 "Car" 40 "None" "Own" 2 "Skilled" 2 "Yes" "Yes" 643.206668861086
"None" 18 "C" "Television" 1505 "Low" "Medium" 4 "M:Single" "None" 2 "None" 32 "None" "RentFree" 1 "Management:Self" 1 "Yes" "Yes" 640.326258991284
"Large" 24 "E" "Television" 3148 "Unknown" "Medium" 3 "M:Single" "None" 2 "Car" 31 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 695.880212629756
"Small" 20 "A" "UsedCar" 6148 "Medium" "VeryLong" 3 "F:Single" "None" 4 "Car" 31 "Bank" "Own" 2 "Skilled" 1 "Yes" "Yes" 509.897757490721
"Large" 9 "A" "Television" 1337 "Low" "Short" 4 "M:Single" "None" 2 "Car" 34 "None" "Own" 2 "Management:Self" 1 "Yes" "Yes" 543.606622194118
"Negative" 12 "C" "NewCar" 1228 "Low" "Medium" 4 "F:DivSepMar" "None" 2 "House" 24 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 522.866808948502
"Small" 9 "C" "Television" 790 "Large" "Medium" 4 "F:DivSepMar" "None" 3 "House" 66 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 547.295799809065
"None" 27 "C" "NewCar" 2570 "Low" "Medium" 3 "F:DivSepMar" "None" 3 "House" 21 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 557.094887348161
"None" 15 "E" "Television" 1316 "Large" "Medium" 2 "F:Single" "None" 2 "Savings" 47 "None" "Own" 2 "Unskilled" 1 "No" "Yes" 638.419963485772
"Negative" 18 "C" "Television" 1882 "Low" "Medium" 4 "F:DivSepMar" "None" 4 "Car" 25 "Bank" "Rent" 2 "Skilled" 1 "No" "Yes" 523.882432070209
"Small" 48 "B" "Business" 6416 "Low" "VeryLong" 4 "F:DivSepMar" "None" 3 "None" 59 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 353.394373332659
"Large" 24 "E" "Business" 1275 "VeryLarge" "Medium" 2 "M:DivSepMar" "None" 4 "House" 36 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 707.643993238229
"Small" 24 "D" "Television" 6403 "Low" "Short" 1 "M:Single" "None" 2 "Car" 33 "None" "Own" 1 "Skilled" 1 "No" "Yes" 545.501304909743
"Negative" 24 "C" "Television" 1987 "Low" "Medium" 2 "M:Single" "None" 4 "House" 21 "None" "Rent" 1 "Unskilled" 2 "No" "Yes" 466.947677433976
"Small" 8 "C" "Television" 760 "Low" "Long" 4 "F:DivSepMar" "Guarantor" 2 "House" 44 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 683.554677486803
"None" 4 "E" "NewCar" 3380 "Low" "Long" 1 "F:DivSepMar" "None" 1 "House" 37 "None" "Own" 1 "Skilled" 2 "No" "Yes" 669.035058255475
"Small" 24 "C" "UsedCar" 11560 "Low" "Medium" 1 "F:DivSepMar" "None" 4 "Car" 23 "None" "Rent" 2 "Management:Self" 1 "No" "Yes" 518.051501831848
"Negative" 18 "C" "NewCar" 4380 "Medium" "Medium" 3 "M:Single" "None" 4 "Car" 35 "None" "Own" 1 "Unskilled" 2 "Yes" "Yes" 494.935919486454
"Small" 30 "A" "Business" 4280 "Medium" "Medium" 4 "F:DivSepMar" "None" 4 "Car" 26 "None" "Rent" 2 "Unskilled" 1 "No" "Yes" 458.983215966779
"Negative" 24 "B" "NewCar" 2325 "Medium" "Long" 2 "M:Single" "None" 3 "Car" 32 "Bank" "Own" 1 "Skilled" 1 "No" "Yes" 460.212331572802
"Small" 10 "B" "Television" 1048 "Low" "Medium" 4 "M:Single" "None" 4 "House" 23 "Stores" "Own" 1 "Unskilled" 1 "No" "Yes" 532.279778511039
"None" 21 "C" "Television" 3160 "Unknown" "VeryLong" 4 "M:Single" "None" 3 "Savings" 41 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 644.965989813402
"Negative" 13 "E" "Business" 1797 "Low" "Short" 3 "M:Single" "None" 1 "Savings" 28 "Bank" "Own" 2 "Unskilled" 1 "No" "Yes" 550.549698822048
"Negative" 15 "C" "NewCar" 2511 "Low" "Unemployed" 1 "F:DivSepMar" "None" 4 "Car" 23 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 496.771265198801
"None" 21 "C" "UsedCar" 5248 "Unknown" "Medium" 1 "M:Single" "None" 3 "Car" 26 "None" "Own" 1 "Skilled" 1 "No" "Yes" 669.720030577073
"None" 15 "C" "UsedCar" 3029 "Low" "Long" 2 "M:Single" "None" 2 "Car" 33 "None" "Own" 1 "Skilled" 1 "No" "Yes" 658.066050210383
"Negative" 6 "C" "Furniture" 428 "Low" "VeryLong" 2 "F:DivSepMar" "None" 1 "Savings" 49 "Bank" "Own" 1 "Skilled" 1 "Yes" "Yes" 534.230205224986
"Negative" 18 "C" "NewCar" 976 "Low" "Short" 1 "F:DivSepMar" "None" 2 "Car" 23 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 498.5611014372
"None" 30 "E" "Television" 5771 "Low" "Long" 4 "F:DivSepMar" "None" 2 "Car" 25 "None" "Own" 2 "Skilled" 1 "No" "Yes" 585.95522784983
"None" 12 "D" "Repairs" 1555 "VeryLarge" "VeryLong" 4 "M:Single" "None" 4 "None" 55 "None" "RentFree" 2 "Skilled" 2 "No" "Yes" 600.613368814235
"Negative" 24 "C" "NewCar" 1285 "Unknown" "Long" 4 "F:DivSepMar" "None" 4 "None" 32 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 464.688112466593
"Large" 6 "E" "NewCar" 1299 "Low" "Medium" 1 "M:Single" "None" 1 "House" 74 "None" "Own" 3 "Unemployed" 2 "No" "No" 756.495521232258
"None" 24 "C" "NewCar" 1393 "Low" "Medium" 2 "M:Single" "Guarantor" 2 "House" 31 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 625.14781942668
"Negative" 12 "E" "NewCar" 691 "Low" "VeryLong" 4 "M:Single" "None" 3 "Savings" 35 "None" "Own" 2 "Skilled" 1 "No" "Yes" 545.092538909119
"Negative" 18 "E" "Furniture" 2124 "Low" "Medium" 4 "F:DivSepMar" "None" 4 "House" 24 "None" "Rent" 2 "Skilled" 1 "No" "Yes" 437.228785207441
"None" 21 "E" "NewCar" 12680 "Unknown" "VeryLong" 4 "M:Single" "None" 4 "None" 30 "None" "RentFree" 1 "Management:Self" 1 "Yes" "Yes" 592.54672950817
"None" 24 "E" "NewCar" 2463 "Medium" "Long" 4 "F:Single" "None" 3 "Savings" 27 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 569.583672423761
"Small" 12 "C" "Television" 1155 "Low" "VeryLong" 3 "F:Single" "Guarantor" 3 "House" 40 "Bank" "Own" 2 "Unskilled" 1 "No" "Yes" 566.384568991431
"Negative" 30 "C" "Furniture" 3108 "Low" "Short" 2 "M:DivSepMar" "None" 4 "Savings" 31 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 498.719265611471
